1000,0.10082,0.1005,2.8396216661930085
2000,0.10014,0.1002,1.0095670063495636
3000,0.09954,0.0999,3.319062824726105
4000,0.10114,0.1012,2.018088816642761
5000,0.10056,0.1005,0.7180137059688568
6000,0.10102,0.1011,3.0268415534496307
7000,0.1005,0.1004,1.726570502281189
8000,0.0995,0.0991,0.42709826278686525
9000,0.101,0.1012,2.735092474937439
10000,0.10038,0.1003,1.4353792233467102
11000,0.09912,0.0986,0.1361180377006531
12000,0.1,0.1001,2.4438115496635437
13000,0.09954,0.0995,1.1447573647499085
14000,0.10092,0.1008,3.4524938304424286
15000,0.1001,0.1001,2.152441164016724
16000,0.09982,0.1001,0.8534247529506683
17000,0.10016,0.1003,3.1607409262657167
18000,0.10036,0.1003,1.8618072295188903
19000,0.1008,0.1009,0.5627703297138215
20000,0.10022,0.1003,2.8692585859298707
21000,0.10048,0.1004,1.570558040857315
22000,0.1009,0.1011,0.27199486565589903
23000,0.10054,0.1005,2.5783258106708526
24000,0.10014,0.1001,1.2798588140010834
25000,0.1001,0.1001,3.5856396956443786
26000,0.10008,0.1,2.2874530656337737
27000,0.10066,0.1004,0.9891025757789612
28000,0.09984,0.0995,3.2945286033153534
29000,0.10046,0.1006,1.9963010971546173
30000,0.10014,0.1001,0.6986098394393921
31000,0.10186,0.1021,3.0039932036399843
32000,0.10046,0.1006,1.7056721613407135
33000,0.1001,0.1001,0.4080153167247772
34000,0.10052,0.1003,2.713065612077713
35000,0.10042,0.1004,1.415082433462143
36000,0.09982,0.1001,0.11754192709922791
37000,0.10004,0.1,2.422032736539841
38000,0.10032,0.1004,1.1247857570648194
39000,0.09898,0.0989,3.429654389858246
40000,0.09988,0.0999,2.1320034630298617
41000,0.10018,0.1001,0.8341670050621033
42000,0.1,0.0999,3.1389929220676422
43000,0.09998,0.1003,1.8411727411746979
44000,0.09968,0.0999,0.5437827432155609
45000,0.10082,0.1007,2.848204256772995
46000,0.10038,0.1005,1.5507764720916748
47000,0.1002,0.1002,0.25341685843467715
48000,0.10012,0.1001,2.5578083136081697
49000,0.10012,0.1001,1.2603511333465576
50000,0.10046,0.1007,3.564258468866348
51000,0.10054,0.1007,2.2671243607997895
52000,0.09904,0.0986,0.9700278518199921
53000,0.10034,0.1003,3.2739928140640258
54000,0.10028,0.1003,1.9766986272335052
55000,0.09992,0.1005,0.6796260225772858
56000,0.10016,0.1,2.9835680181980133
57000,0.09996,0.1001,1.686466029882431
58000,0.10062,0.1008,0.389330548286438
59000,0.10044,0.1004,2.6931676139831544
60000,0.10012,0.1002,1.3960376024246215
61000,0.10044,0.1004,0.09892107915878295
62000,0.09994,0.1,2.4025210053920745
63000,0.09972,0.0996,1.1057022829055787
64000,0.10018,0.1001,3.4094390482902526
65000,0.10008,0.1002,2.1121846952438355
66000,0.10014,0.1002,0.8155852878093719
67000,0.10014,0.1003,3.1191365263462068
68000,0.1006,0.1007,1.8220109391212462
69000,0.10044,0.1007,0.5251035122871399
70000,0.1003,0.1006,2.8285593638420106
71000,0.10052,0.1002,1.5317218453884125
72000,0.10038,0.1004,0.23504869365692138
73000,0.10008,0.1003,2.538221132040024
74000,0.09992,0.1,1.2414746332168578
75000,0.10026,0.1,3.544721087694168
76000,0.10064,0.1007,2.2479300625324248
77000,0.10028,0.1004,0.9512476966381073
78000,0.10008,0.1014,3.254445606946945
79000,0.10006,0.1,1.9577383975982665
80000,0.10048,0.1005,0.6610447795391082
81000,0.10024,0.1003,2.964302408218384
82000,0.10062,0.1007,1.6674932403564453
83000,0.09944,0.1002,0.3708053414821625
84000,0.10094,0.1011,2.673848842859268
85000,0.09956,0.0994,1.3772291333675384
86000,0.1003,0.1008,0.08058390641212464
87000,0.1009,0.101,2.383479876041412
88000,0.10116,0.101,1.0869269015789031
89000,0.10128,0.1017,3.389979171037674
90000,0.10114,0.1014,2.093476577758789
91000,0.10102,0.101,0.7967493512630462
92000,0.10116,0.1011,3.099754012346268
93000,0.1002,0.1002,1.803159606218338
94000,0.1004,0.1009,0.5066486995220184
95000,0.10068,0.1007,2.8095202469825744
96000,0.10078,0.1008,1.5130084364414216
97000,0.10058,0.1005,0.21648351764678955
98000,0.0994,0.1003,2.519444353342056
99000,0.10026,0.1003,1.2229096593856812
100000,0.1,0.1002,3.525802829504013
101000,0.1008,0.1005,2.2292794606685638
102000,0.10036,0.1006,0.9326556878089904
103000,0.10026,0.1012,3.2354926948547362
104000,0.10002,0.0999,1.9390393664836885
105000,0.10012,0.1,0.6425296061038971
106000,0.10088,0.1009,2.9453313283920286
107000,0.09968,0.0998,1.6488256723880768
108000,0.10018,0.1007,0.35230985379219054
109000,0.10044,0.1007,2.655220290184021
110000,0.1002,0.1003,1.3586600861549378
111000,0.10028,0.1004,0.062160960674285885
112000,0.10028,0.1002,2.3649101366996765
113000,0.10028,0.1002,1.0684965300559996
114000,0.10014,0.1001,3.3712987821102143
115000,0.0997,0.0998,2.074874570131302
116000,0.10012,0.1001,0.7782920107841492
117000,0.09928,0.0992,3.081095432281494
118000,0.10046,0.1005,1.7846376090049743
119000,0.099,0.0991,0.48822913312911986
120000,0.10042,0.1005,2.7910107610225676
121000,0.10132,0.1016,1.4944429149627685
122000,0.09984,0.1004,0.19804804348945618
123000,0.10022,0.1001,2.5007928867340086
124000,0.10092,0.1011,1.20432705783844
125000,0.10056,0.1003,3.5071207864284517
126000,0.10118,0.1017,2.2106277832984924
127000,0.09912,0.0991,0.9141714811325073
128000,0.10032,0.1004,3.2169386897087096
129000,0.10046,0.1005,1.9204339509010315
130000,0.10012,0.1001,0.6240462238788604
131000,0.1,0.1001,2.9267514691352843
132000,0.09912,0.0993,1.6303355741500853
133000,0.1002,0.1001,0.33389501333236693
134000,0.10046,0.1009,2.6366185669898985
135000,0.09922,0.0992,1.3401430718898772
136000,0.10056,0.1005,0.0437442741394043
137000,0.10036,0.1001,2.3464367482662203
138000,0.10108,0.1015,1.0500207855701447
139000,0.10052,0.1008,3.352749087333679
140000,0.10042,0.1007,2.0563175225257875
141000,0.10056,0.1007,0.7598924808502198
142000,0.10004,0.0998,3.0625945653915405
143000,0.0993,0.0993,1.7661406791210175
144000,0.10032,0.1003,0.46972412705421446
145000,0.10004,0.1,2.772396781206131
146000,0.10062,0.1004,1.4760021741390228
147000,0.10072,0.1009,0.17960862851142884
148000,0.10032,0.1001,2.482277458190918
149000,0.1003,0.1003,1.1858558552265168
150000,0.1004,0.1006,3.488545432806015
151000,0.10046,0.1005,2.19212815952301
152000,0.10096,0.1011,0.8956778659820557
153000,0.10024,0.1004,3.1983977885246277
154000,0.10052,0.1005,1.9019865336418151
155000,0.0991,0.0992,0.6055710113048554
156000,0.10124,0.1016,2.908230596780777
